성별,차유뮤,부동산유무,자녀수,연간소득,소득분류,교육,가정,집,업무용핸드폰유무,핸드폰유무,이메일유무,직업유형,가족수,신용등급,나이,연차,카드발급년수,능력,가족평균수입
1,1,1,0,17.527862392683378,Commercial associate,Secondary / secondary special,Married,Rented apartment,0,0,0,Drivers,2.0,2.0,46,5,1.0,16.564997896508203,11.967187086434018
0,1,1,0,18.354540952131583,Commercial associate,Higher education,Separated,House / apartment,1,1,0,Managers,1.0,2.0,56,13,4.0,28.1195079086116,13.487007879880162
1,1,0,0,17.191390165830175,Working,Secondary / secondary special,Married,Office apartment,0,0,1,Drivers,2.0,2.0,41,2,3.0,13.986448685273823,11.630717389475995
0,0,1,0,16.96824662306297,Working,Lower secondary,Widow,House / apartment,1,1,0,Cleaning staff,1.0,2.0,46,6,4.0,9.458749343142406,12.100717685412471
0,1,1,1,16.834715236543456,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3.0,1.0,37,11,0.0,8.716586418728209,10.868587496017359
0,0,1,0,16.49824301945826,Working,Secondary / secondary special,Married,House / apartment,0,0,0,no_working,2.0,2.0,45,12,3.0,5.319903532415945,10.937579097686422
0,0,1,0,16.680564564856205,Working,Higher education,Married,House / apartment,0,0,0,Laborers,2.0,2.0,36,4,1.0,9.044014202451933,11.119897691565697
1,1,0,0,17.086029653971018,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,2.0,0.0,44,7,1.0,10.77242259814874,11.525357861463222
1,1,0,1,17.304718847474174,State servant,Higher education,Married,House / apartment,1,1,0,High skill tech staff,3.0,1.0,34,4,1.0,17.830609212481427,11.338583982516495
0,0,1,0,17.086029653971018,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2.0,2.0,30,1,0.0,17.55831093384202,11.525357861463222
1,1,1,0,17.086029653971018,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2.0,2.0,27,6,3.0,16.62834619806208,11.525357861463222
0,0,1,2,17.191390165830175,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,Medicine staff,4.0,1.0,35,14,2.0,12.181257105733312,10.937579097686422
0,0,1,2,17.661393782255395,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Sales staff,4.0,2.0,43,1,0.0,21.85792349726776,11.407576060361786
1,1,1,0,17.086029653971018,Working,Higher education,Married,House / apartment,0,0,0,Managers,2.0,1.0,40,5,0.0,12.199530092174227,11.525357861463222
0,1,1,0,17.191390165830175,Working,Higher education,Married,House / apartment,0,0,0,Core staff,2.0,1.0,33,10,0.0,14.02830600411497,11.630717389475995
0,0,0,0,16.680564564856205,Working,Higher education,Married,House / apartment,1,0,0,Core staff,2.0,1.0,38,12,0.0,7.2455989695148135,11.119897691565697
1,1,1,0,17.661393782255395,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2.0,2.0,31,11,3.0,23.012017386857583,12.100717685412471
1,0,0,0,17.722018402814918,Working,Secondary / secondary special,Married,Municipal apartment,1,1,0,Managers,2.0,1.0,47,3,3.0,20.71935431450084,12.161341980433283
0,0,1,0,16.916953330924635,Working,Secondary / secondary special,Single / not married,Rented apartment,0,0,0,Laborers,1.0,2.0,46,1,2.0,9.709840440633695,12.049424683420915
0,1,0,0,16.74510308243252,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,HR staff,1.0,2.0,39,3,0.0,9.14169629253428,11.87757552297847
0,0,0,2,16.49824301945826,State servant,Higher education,Married,House / apartment,0,0,1,Core staff,4.0,0.0,31,7,0.0,7.853403141361256,10.244449694430193
0,0,1,0,17.527862392683378,Commercial associate,Higher education,Separated,House / apartment,1,1,0,Accountants,1.0,2.0,48,6,4.0,15.64673157162726,12.660331092405906
0,0,0,0,16.141568104823556,Working,Secondary / secondary special,Married,With parents,1,0,0,Security staff,2.0,2.0,33,5,1.0,5.5657643649727895,10.580911772630838
0,0,1,0,16.575204055529493,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,2.0,60,5,1.0,5.05050505050505,11.014538821972666
0,0,0,0,16.74510308243252,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Core staff,1.0,2.0,46,20,3.0,5.948446794448117,11.87757552297847
0,1,0,0,18.10768087719151,Working,Higher education,Married,House / apartment,1,0,0,Managers,2.0,0.0,40,7,1.0,32.16123499142367,12.547002788050001
0,0,0,1,16.051955955291376,Commercial associate,Higher education,Married,House / apartment,0,0,1,Accountants,3.0,2.0,38,5,3.0,4.472605292582929,10.085850775128717
1,0,1,0,16.74510308243252,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Security staff,2.0,2.0,46,5,0.0,7.65590940507204,11.184435286790631
0,1,0,0,17.086029653971018,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0,1,0,Accountants,2.0,2.0,58,3,1.0,9.038564542046064,11.525357861463222
0,0,0,0,17.373711716926124,Working,Higher education,Married,House / apartment,1,1,0,Managers,2.0,2.0,48,15,2.0,11.555745773592982,11.813037464800539
0,1,1,2,17.527862392683378,Commercial associate,Higher education,Married,With parents,0,0,0,Managers,4.0,2.0,34,3,4.0,22.58388299397763,11.274046255019954
1,1,1,0,16.96824662306297,Working,Secondary / secondary special,Married,House / apartment,0,0,0,no_working,2.0,1.0,53,8,4.0,7.890929814563149,11.407576060361786
1,0,1,0,17.453754422408117,Commercial associate,Higher education,Single / not married,Rented apartment,0,1,0,Sales staff,1.0,0.0,27,3,0.0,26.09044688252609,12.586223364451623
0,1,1,0,17.191390165830175,Working,Higher education,Civil marriage,House / apartment,0,0,0,Sales staff,2.0,0.0,30,1,1.0,19.465351674020244,11.630717389475995
1,1,1,0,16.49824301945826,Working,Secondary / secondary special,Married,House / apartment,0,0,0,no_working,2.0,1.0,44,21,2.0,4.735845085245211,10.937579097686422
1,1,1,0,17.8845373292961,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,1,Drivers,2.0,1.0,50,2,4.0,23.387557819240165,12.323860125621126
1,0,1,0,17.286700342526494,Commercial associate,Higher education,Civil marriage,House / apartment,0,0,0,Core staff,2.0,1.0,43,1,0.0,15.095145157355452,11.726026761206368
1,1,0,0,17.286700342526494,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,1.0,47,3,1.0,13.181721346399659,11.726026761206368
0,0,0,0,16.49824301945826,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,no_working,2.0,2.0,38,18,2.0,5.391804457225018,10.937579097686422
1,0,0,0,17.191390165830175,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,2.0,42,0,2.0,14.24772036474164,11.630717389475995
1,1,0,0,17.722018402814918,State servant,Higher education,Married,Office apartment,0,0,0,no_working,2.0,1.0,32,11,0.0,23.707698029007066,12.161341980433283
0,0,1,0,16.49824301945826,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Sales staff,1.0,2.0,43,2,1.0,6.750675067506751,11.630717389475995
1,0,0,1,16.370409657272383,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,2.0,1.0,48,14,0.0,4.282933160285529,10.809748150372926
0,1,1,0,17.086029653971018,Working,Higher education,Married,House / apartment,0,0,0,Accountants,2.0,1.0,55,20,3.0,7.311525129982669,11.525357861463222
0,0,1,0,16.275099485238066,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Cleaning staff,2.0,2.0,50,8,2.0,4.1870202372644805,10.714439990727769
1,1,1,2,16.834715236543456,Commercial associate,Higher education,Married,With parents,0,0,0,Drivers,4.0,2.0,38,1,3.0,10.628964772573896,10.580911772630838
1,0,0,0,16.96824662306297,Working,Higher education,Married,House / apartment,0,0,0,Core staff,2.0,1.0,41,2,3.0,11.225444340505145,11.407576060361786
1,0,1,1,16.96824662306297,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0,0,0,High skill tech staff,3.0,1.0,34,6,0.0,12.085403518195246,11.002116507732017
0,1,0,1,16.275099485238066,Working,Incomplete higher,Married,Rented apartment,0,0,0,Laborers,3.0,1.0,33,9,0.0,5.673580028998298,10.308985993422082
0,1,1,0,16.611571697439256,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2.0,2.0,28,2,2.0,11.417180137731062,11.050905878263567
0,0,1,1,16.96824662306297,State servant,Higher education,Married,House / apartment,0,0,1,High skill tech staff,3.0,1.0,30,9,0.0,12.453300124533001,11.002116507732017
0,0,1,2,17.661393782255395,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Sales staff,3.0,2.0,37,9,2.0,21.008403361344538,11.695255355062795
0,0,1,0,17.527862392683378,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Laborers,1.0,0.0,41,9,1.0,16.983878794414192,12.660331092405906
