성별,차유뮤,부동산유무,자녀수,연간소득,소득분류,교육,가정,집,업무용핸드폰유무,핸드폰유무,이메일유무,직업유형,가족수,신용등급,나이,연차,카드발급년수,능력,가족평균수입
1,1,0,0,17.191390165830175,0,4,1,1,0,0,0,10,2.0,2.0,36,0,2.0,16.772269847185985,11.630717389475995
1,1,1,0,16.680564564856205,0,1,1,1,1,0,1,8,2.0,0.0,32,9,1.0,8.87340607335349,11.119897691565695
1,1,1,1,17.373711716926124,4,4,1,1,0,1,0,8,3.0,0.0,39,4,1.0,16.751457997270133,11.407576060361786
0,1,0,0,17.191390165830175,4,1,0,1,0,0,0,10,2.0,2.0,39,6,1.0,13.336494576492203,11.630717389475995
0,1,0,0,17.191390165830175,4,1,3,1,1,1,0,0,1.0,2.0,55,2,1.0,10.60220525869381,12.323860125621126
0,0,1,0,17.086029653971018,4,4,1,1,0,0,0,14,2.0,2.0,37,9,3.0,11.874047144364958,11.525357861463222
1,1,1,0,16.285049815244996,4,4,1,1,0,0,0,8,2.0,1.0,59,6,1.0,3.767719472767968,10.7243901015638
0,0,1,2,16.370409657272383,0,1,1,1,0,1,0,0,4.0,2.0,34,1,1.0,7.508532423208191,10.11662117122102
0,0,0,0,15.98741744127631,4,4,1,1,0,0,0,14,2.0,1.0,27,5,0.0,5.701495058704283,10.426765325491356
1,0,0,0,17.286700342526494,4,1,0,1,0,0,0,4,2.0,2.0,41,0,2.0,16.15113547376664,11.726026761206368
1,1,0,0,17.77917681553761,4,1,1,1,1,1,0,6,2.0,0.0,51,8,0.0,18.531228551818806,12.218500103788145
0,1,1,0,17.453754422408117,0,1,1,1,0,0,0,14,2.0,2.0,50,9,4.0,13.36165547485268,11.893079602677563
0,0,1,0,18.14690158981882,0,4,1,1,0,1,0,18,2.0,2.0,51,5,1.0,28.03335250143761,12.586223364451625
0,1,1,2,17.49887485652836,2,1,1,1,0,0,0,3,4.0,2.0,37,10,3.0,17.47972123843254,11.245059091624617
0,0,0,1,16.370409657272383,4,4,1,1,0,0,0,18,3.0,1.0,42,1,0.0,6.168993020937188,10.404293143019792
0,1,1,0,16.646663015145354,4,4,1,1,0,1,0,8,2.0,2.0,44,25,2.0,5.112033845189596,11.085996650738002
0,0,1,0,17.191390165830175,0,1,3,1,0,0,0,3,1.0,1.0,46,1,0.0,12.73128501103378,12.323860125621126
1,1,0,1,17.373711716926124,0,1,1,1,0,0,0,10,3.0,2.0,31,3,1.0,21.1864406779661,11.407576060361786
0,1,1,0,17.191390165830175,4,1,1,1,0,1,0,3,2.0,1.0,47,8,3.0,10.946241790318656,11.630717389475995
1,1,1,0,17.527862392683378,4,1,1,1,0,0,0,10,2.0,2.0,42,9,1.0,16.646409131744438,11.967187086434018
1,1,0,0,15.98741744127631,0,4,3,2,0,0,0,16,1.0,2.0,24,1,2.0,6.913858445150057,11.119897691565695
0,0,1,0,15.476591893483718,4,4,1,1,1,0,0,1,2.0,2.0,34,13,0.0,2.2926691197282763,9.915959454031448
1,0,1,1,16.74510308243252,4,4,1,1,0,0,0,8,3.0,1.0,37,7,0.0,8.704061895551257,10.778977123006351
0,0,1,2,16.834715236543456,0,1,1,1,0,0,0,6,4.0,1.0,33,3,0.0,11.7968691483784,10.580911772630838
0,0,1,0,16.834715236543456,4,1,1,1,0,0,1,11,2.0,2.0,42,8,4.0,8.54538549183441,11.274046255019954
1,0,1,0,16.169738979076914,0,1,3,1,0,1,0,8,1.0,2.0,27,5,3.0,6.863243518047788,11.302216779257382
1,1,0,2,17.086029653971018,4,4,1,1,0,0,0,8,4.0,2.0,43,10,4.0,10.283886039307298,10.83222055730017
0,0,0,0,17.63607597481899,0,1,1,1,0,1,0,18,2.0,2.0,59,2,0.0,15.493268594129333,12.075400019877522
0,0,1,1,15.98741744127631,4,4,1,1,1,1,0,14,3.0,2.0,28,0,2.0,6.386602327561737,10.021315031649332
0,0,0,0,16.680564564856205,4,1,3,1,0,0,0,3,1.0,1.0,26,1,0.0,13.0586186883343,11.81303746480054
0,1,1,0,16.49824301945826,4,4,1,1,1,0,0,14,2.0,1.0,34,0,1.0,8.706756442999767,10.937579097686422
0,1,1,1,17.191390165830175,4,1,2,1,0,0,0,3,2.0,0.0,40,4,0.0,13.646288209606986,11.630717389475995
0,0,1,0,17.286700342526494,0,4,0,1,0,0,0,8,2.0,1.0,48,0,0.0,13.69370366271993,11.726026761206368
1,1,1,0,16.680564564856205,4,4,1,1,0,0,1,14,2.0,0.0,28,2,0.0,11.9723306136928,11.119897691565695
1,1,1,1,16.49824301945826,4,4,1,1,1,0,1,4,3.0,2.0,34,1,3.0,8.639225925357088,10.53212287826962
0,0,1,0,17.373711716926124,0,4,4,1,1,1,1,3,1.0,2.0,36,0,4.0,19.99259533506109,12.506180941677355
0,1,1,0,17.661393782255395,0,4,1,1,0,0,0,10,2.0,2.0,55,14,3.0,13.932427725531172,12.100717685412471
1,0,0,0,17.8845373292961,0,2,1,1,1,1,0,10,2.0,2.0,39,11,4.0,24.18054809242343,12.323860125621126
0,0,1,0,15.581952390148196,2,4,1,1,1,0,0,1,2.0,2.0,55,25,2.0,1.520064856100527,10.021315031649332
0,1,1,0,17.086029653971018,4,4,1,1,0,0,0,12,2.0,2.0,51,8,1.0,9.31805632247377,11.525357861463222
1,1,1,1,16.680564564856205,0,4,1,1,0,0,0,8,3.0,2.0,33,1,0.0,10.48055275211552,10.714439990727769
0,0,1,0,17.086029653971018,0,4,3,1,0,0,0,6,1.0,1.0,52,9,1.0,8.927784146018869,12.218500103788145
1,0,1,0,17.8845373292961,0,4,1,1,0,0,0,16,2.0,2.0,64,5,4.0,17.468265983463375,12.323860125621126
1,1,1,0,16.834715236543456,4,4,0,1,0,0,0,4,2.0,2.0,25,3,3.0,14.87954652810581,11.274046255019954
1,1,1,0,17.8845373292961,0,1,3,1,0,0,1,14,1.0,2.0,29,1,0.0,39.38730853391685,13.017005083966255
0,0,0,0,17.373711716926124,2,4,2,1,0,1,1,11,1.0,2.0,53,33,2.0,8.518693800283957,12.506180941677355
0,0,1,0,16.680564564856205,4,1,1,1,0,0,0,12,2.0,2.0,60,23,0.0,4.411332222331144,11.119897691565695
0,0,1,0,16.169738979076914,4,4,1,1,1,1,0,10,2.0,1.0,53,8,0.0,3.56718192627824,10.609081944147828
0,0,0,1,16.680564564856205,0,4,1,1,0,0,0,10,3.0,2.0,33,1,1.0,10.487065951992545,10.714439990727769
1,1,0,0,17.527862392683378,4,1,1,1,1,1,0,10,2.0,2.0,43,10,1.0,16.116653875671528,11.967187086434018
1,1,1,0,17.191390165830175,0,1,3,1,0,1,0,14,1.0,0.0,43,6,0.0,12.141816415735796,12.323860125621126
1,1,1,0,16.680564564856205,0,4,1,1,0,0,0,8,2.0,2.0,27,7,0.0,10.722795869737888,11.119897691565695
0,0,0,1,16.275099485238066,4,4,1,1,0,1,0,18,3.0,2.0,44,5,3.0,4.978702218288433,10.308985993422082
0,1,0,1,17.49887485652836,4,1,1,1,0,0,0,18,3.0,1.0,25,4,0.0,27.84856206771023,11.53273789613992
0,0,1,0,16.805727701106676,4,1,3,1,0,1,0,3,1.0,2.0,29,1,1.0,13.368283093053735,11.938199736300923
1,1,1,1,17.191390165830175,4,4,1,1,0,0,0,4,3.0,2.0,44,6,3.0,12.131996117761242,11.225256725762891
0,0,0,0,17.040567281661083,4,4,3,1,0,1,0,8,1.0,2.0,48,0,0.0,10.733899151273093,12.173037959397275
1,1,1,2,16.680564564856205,4,1,1,1,0,0,1,10,4.0,2.0,31,8,3.0,9.305210918114144,10.426765325491356
0,1,1,1,17.722018402814918,4,4,1,1,0,0,0,10,3.0,2.0,39,7,0.0,22.41035856573705,11.755879486687116
0,0,1,0,17.086029653971018,0,4,1,1,0,0,0,14,2.0,2.0,44,1,2.0,12.019944203715797,11.525357861463222
0,0,1,0,16.49824301945826,4,1,1,1,0,1,0,14,2.0,2.0,50,15,3.0,4.684572142410993,10.937579097686422
0,0,1,2,16.74510308243252,4,4,1,1,1,1,0,2,4.0,1.0,33,5,0.0,10.10739102969046,10.491301994830229
0,1,1,2,17.422501879738885,2,1,1,1,0,0,0,3,4.0,2.0,35,11,3.0,16.654917166020443,11.16868715027796
0,0,1,0,17.086029653971018,4,4,1,1,0,0,0,6,2.0,2.0,53,17,4.0,7.892582920840317,11.525357861463222
0,1,1,2,16.275099485238066,0,4,1,1,0,0,0,0,4.0,2.0,42,9,4.0,4.766444232602479,10.021315031649332
1,0,1,0,17.661393782255395,0,4,1,1,0,0,0,10,2.0,2.0,34,11,3.0,21.78912964532139,12.100717685412471
0,1,0,1,16.94292881617445,0,4,3,2,0,0,0,8,2.0,2.0,32,13,3.0,10.514018691588785,11.382258537274572
0,0,1,1,16.49824301945826,4,4,1,1,0,0,0,8,3.0,1.0,37,14,3.0,5.93291846851598,10.53212287826962
1,0,0,1,17.527862392683378,4,4,1,1,0,0,0,8,3.0,2.0,48,4,0.0,16.33309136160946,11.561725152903833
0,0,1,0,17.469021894140443,0,4,3,4,0,0,0,8,1.0,0.0,42,8,0.0,15.83746600543913,12.601490784782536
0,1,0,0,17.086029653971018,0,4,0,5,0,1,0,18,2.0,0.0,38,14,2.0,10.35381940893752,11.525357861463222
0,1,0,1,17.733714442344265,4,1,1,1,0,0,0,10,3.0,2.0,36,7,1.0,24.58391563969,11.767575435251748
1,1,0,1,17.596855262542327,0,1,2,1,0,1,0,10,2.0,0.0,42,0,1.0,21.73353081331702,12.036179534643145
0,1,0,0,16.834715236543456,0,4,1,1,0,1,0,18,2.0,2.0,37,2,3.0,10.808399670601151,11.274046255019954
1,1,1,0,17.661393782255395,4,1,1,1,0,1,0,10,2.0,2.0,61,5,0.0,14.760147601476016,12.100717685412471
0,1,1,0,17.322418424038048,0,4,1,1,0,0,1,3,2.0,2.0,37,2,3.0,17.224012892828362,11.761744560273572
0,1,0,0,16.96824662306297,4,4,1,1,0,0,0,18,2.0,2.0,28,3,0.0,15.420200462606012,11.407576060361786
0,1,0,0,17.086029653971018,2,4,1,1,0,1,0,11,2.0,2.0,53,32,0.0,6.42082567061957,11.525357861463222
0,0,0,0,17.286700342526494,4,1,1,1,1,1,0,10,2.0,1.0,38,20,0.0,11.492384843982167,11.726026761206368
0,0,1,2,16.49824301945826,4,4,1,1,0,0,0,8,4.0,1.0,35,6,4.0,7.32755813196118,10.244449694430193
1,1,1,0,17.661393782255395,0,4,1,1,0,0,0,4,2.0,2.0,42,0,2.0,22.991442074338995,12.100717685412471
0,1,1,0,17.661393782255395,4,4,2,1,1,0,0,11,1.0,2.0,29,1,2.0,32.22630024169725,12.793862088206213
1,1,1,0,16.96824662306297,0,4,1,1,0,0,0,4,2.0,1.0,49,9,2.0,8.39121719267167,11.407576060361786
0,0,0,0,16.94292881617445,4,4,1,1,1,0,0,18,2.0,2.0,51,30,3.0,5.877231171092729,11.382258537274572
1,0,1,1,16.680564564856205,4,4,2,1,0,0,0,8,2.0,2.0,45,2,3.0,7.666969559291231,11.119897691565695
1,0,1,2,16.834715236543456,4,4,1,1,0,0,0,18,4.0,2.0,27,3,3.0,13.655280041616091,10.580911772630838
1,0,1,1,17.086029653971018,2,1,1,1,0,0,0,3,3.0,2.0,29,6,3.0,15.445046144458852,11.119897691565695
0,1,1,1,16.051955955291376,4,4,1,1,0,0,0,14,3.0,2.0,46,3,0.0,3.912618193674601,10.085850775128716
0,0,0,1,18.066858883241053,4,4,2,1,1,0,0,10,2.0,2.0,44,5,5.0,29.26194862902352,12.506180941677355
1,1,1,0,17.0170367851974,4,4,1,1,0,0,1,16,2.0,1.0,57,2,0.0,8.732212160413972,11.456365695436428
0,0,1,0,16.71335438584113,2,1,1,1,1,1,0,18,2.0,1.0,57,2,0.0,6.366374589266155,11.152687036498405
0,0,1,1,17.191390165830175,4,4,2,1,0,0,0,18,2.0,1.0,38,10,0.0,12.591639151603337,11.630717389475995
1,1,1,1,17.8845373292961,0,4,1,1,0,1,1,3,3.0,2.0,49,1,5.0,23.871412657153467,11.918397239722838
0,0,0,0,16.680564564856205,4,4,1,1,0,0,0,12,2.0,0.0,42,2,0.0,8.247800586510264,11.119897691565695
1,0,1,1,16.680564564856205,4,4,1,1,0,0,0,18,3.0,1.0,43,22,4.0,5.647826632640254,10.714439990727769
0,0,1,0,17.191390165830175,0,1,1,1,0,0,1,14,2.0,2.0,29,2,1.0,19.07587961000424,11.630717389475995
1,0,1,0,16.49824301945826,4,4,1,1,0,0,0,4,2.0,1.0,29,3,0.0,9.31214303451701,10.937579097686422
0,1,0,0,17.527862392683378,2,1,1,1,1,0,0,10,2.0,2.0,49,27,2.0,11.291536724378965,11.967187086434018
0,0,0,0,16.834715236543456,0,1,3,4,0,0,0,18,1.0,1.0,32,3,1.0,11.931818181818182,11.967187086434018
1,1,1,0,17.527862392683378,0,4,1,4,0,0,0,4,2.0,2.0,46,5,1.0,16.564997896508203,11.967187086434018
0,1,1,0,18.354540952131583,0,1,2,1,1,1,0,10,1.0,2.0,56,13,4.0,28.1195079086116,13.487007879880162
1,1,0,0,17.191390165830175,4,4,1,3,0,0,1,4,2.0,2.0,41,2,3.0,13.986448685273825,11.630717389475995
0,0,1,0,16.96824662306297,4,3,4,1,1,1,0,1,1.0,2.0,46,6,4.0,9.458749343142406,12.100717685412471
0,1,1,1,16.834715236543456,0,4,1,1,0,0,0,8,3.0,1.0,37,11,0.0,8.716586418728209,10.86858749601736
0,0,1,0,16.49824301945826,4,4,1,1,0,0,0,18,2.0,2.0,45,12,3.0,5.319903532415945,10.937579097686422
0,0,1,0,16.680564564856205,4,1,1,1,0,0,0,8,2.0,2.0,36,4,1.0,9.044014202451931,11.119897691565695
1,1,0,0,17.086029653971018,0,4,1,1,0,0,0,16,2.0,0.0,44,7,1.0,10.77242259814874,11.525357861463222
1,1,0,1,17.304718847474174,2,1,1,1,1,1,0,6,3.0,1.0,34,4,1.0,17.830609212481427,11.338583982516496
0,0,1,0,17.086029653971018,4,4,0,1,0,0,0,8,2.0,2.0,30,1,0.0,17.55831093384202,11.525357861463222
1,1,1,0,17.086029653971018,4,4,1,1,0,0,0,10,2.0,2.0,27,6,3.0,16.62834619806208,11.525357861463222
0,0,1,2,17.191390165830175,2,4,1,1,1,0,0,11,4.0,1.0,35,14,2.0,12.181257105733312,10.937579097686422
0,0,1,2,17.661393782255395,4,4,1,1,0,1,0,14,4.0,2.0,43,1,0.0,21.85792349726776,11.407576060361786
1,1,1,0,17.086029653971018,4,1,1,1,0,0,0,10,2.0,1.0,40,5,0.0,12.199530092174228,11.525357861463222
0,1,1,0,17.191390165830175,4,1,1,1,0,0,0,3,2.0,1.0,33,10,0.0,14.02830600411497,11.630717389475995
0,0,0,0,16.680564564856205,4,1,1,1,1,0,0,3,2.0,1.0,38,12,0.0,7.245598969514813,11.119897691565695
1,1,1,0,17.661393782255395,0,4,1,1,0,1,0,8,2.0,2.0,31,11,3.0,23.012017386857583,12.100717685412471
1,0,0,0,17.722018402814918,4,4,1,2,1,1,0,10,2.0,1.0,47,3,3.0,20.71935431450084,12.161341980433283
0,0,1,0,16.916953330924635,4,4,3,4,0,0,0,8,1.0,2.0,46,1,2.0,9.709840440633696,12.049424683420916
0,1,0,0,16.74510308243252,4,4,4,1,0,0,0,5,1.0,2.0,39,3,0.0,9.14169629253428,11.87757552297847
0,0,0,2,16.49824301945826,2,1,1,1,0,0,1,3,4.0,0.0,31,7,0.0,7.853403141361256,10.244449694430193
0,0,1,0,17.527862392683378,0,1,2,1,1,1,0,0,1.0,2.0,48,6,4.0,15.64673157162726,12.660331092405906
0,0,0,0,16.141568104823556,4,4,1,5,1,0,0,16,2.0,2.0,33,5,1.0,5.5657643649727895,10.580911772630838
0,0,1,0,16.575204055529493,4,4,1,1,0,0,0,8,2.0,2.0,60,5,1.0,5.05050505050505,11.014538821972666
0,0,0,0,16.74510308243252,4,4,3,1,1,1,0,3,1.0,2.0,46,20,3.0,5.948446794448117,11.87757552297847
0,1,0,0,18.10768087719151,4,1,1,1,1,0,0,10,2.0,0.0,40,7,1.0,32.16123499142367,12.54700278805
0,0,0,1,16.051955955291376,0,1,1,1,0,0,1,0,3.0,2.0,38,5,3.0,4.472605292582929,10.085850775128716
1,0,1,0,16.74510308243252,4,4,0,1,0,0,0,16,2.0,2.0,46,5,0.0,7.65590940507204,11.184435286790633
0,1,0,0,17.086029653971018,0,4,1,2,0,1,0,0,2.0,2.0,58,3,1.0,9.038564542046064,11.525357861463222
0,0,0,0,17.373711716926124,4,1,1,1,1,1,0,10,2.0,2.0,48,15,2.0,11.555745773592982,11.81303746480054
0,1,1,2,17.527862392683378,0,1,1,5,0,0,0,10,4.0,2.0,34,3,4.0,22.58388299397763,11.274046255019954
1,1,1,0,16.96824662306297,4,4,1,1,0,0,0,18,2.0,1.0,53,8,4.0,7.890929814563149,11.407576060361786
1,0,1,0,17.453754422408117,0,1,3,4,0,1,0,14,1.0,0.0,27,3,0.0,26.09044688252609,12.586223364451625
0,1,1,0,17.191390165830175,4,1,0,1,0,0,0,14,2.0,0.0,30,1,1.0,19.465351674020244,11.630717389475995
1,1,1,0,16.49824301945826,4,4,1,1,0,0,0,18,2.0,1.0,44,21,2.0,4.735845085245211,10.937579097686422
1,1,1,0,17.8845373292961,0,4,1,1,0,1,1,4,2.0,1.0,50,2,4.0,23.387557819240165,12.323860125621126
1,0,1,0,17.286700342526494,0,1,0,1,0,0,0,3,2.0,1.0,43,1,0.0,15.095145157355452,11.726026761206368
1,1,0,0,17.286700342526494,0,4,1,1,0,0,0,4,2.0,1.0,47,3,1.0,13.18172134639966,11.726026761206368
0,0,0,0,16.49824301945826,2,4,1,1,1,1,0,18,2.0,2.0,38,18,2.0,5.391804457225018,10.937579097686422
1,0,0,0,17.191390165830175,4,4,1,1,1,0,0,8,2.0,2.0,42,0,2.0,14.24772036474164,11.630717389475995
1,1,0,0,17.722018402814918,2,1,1,3,0,0,0,18,2.0,1.0,32,11,0.0,23.707698029007062,12.161341980433283
0,0,1,0,16.49824301945826,0,4,3,1,0,0,0,14,1.0,2.0,43,2,1.0,6.750675067506751,11.630717389475995
1,0,0,1,16.370409657272383,4,4,3,1,0,0,0,8,2.0,1.0,48,14,0.0,4.282933160285529,10.809748150372926
0,1,1,0,17.086029653971018,4,1,1,1,0,0,0,0,2.0,1.0,55,20,3.0,7.311525129982669,11.525357861463222
0,0,1,0,16.275099485238066,4,4,1,1,0,0,1,1,2.0,2.0,50,8,2.0,4.1870202372644805,10.714439990727769
1,1,1,2,16.834715236543456,0,1,1,5,0,0,0,4,4.0,2.0,38,1,3.0,10.628964772573896,10.580911772630838
1,0,0,0,16.96824662306297,4,1,1,1,0,0,0,3,2.0,1.0,41,2,3.0,11.225444340505144,11.407576060361786
1,0,1,1,16.96824662306297,0,4,1,2,0,0,0,6,3.0,1.0,34,6,0.0,12.085403518195246,11.002116507732016
0,1,0,1,16.275099485238066,4,2,1,4,0,0,0,8,3.0,1.0,33,9,0.0,5.673580028998298,10.308985993422082
0,1,1,0,16.611571697439256,0,4,1,1,0,0,0,3,2.0,2.0,28,2,2.0,11.417180137731062,11.050905878263569
0,0,1,1,16.96824662306297,2,1,1,1,0,0,1,6,3.0,1.0,30,9,0.0,12.453300124533,11.002116507732016
0,0,1,2,17.661393782255395,0,4,3,1,0,0,0,14,3.0,2.0,37,9,2.0,21.008403361344534,11.695255355062796
0,0,1,0,17.527862392683378,4,4,2,1,0,0,0,8,1.0,0.0,41,9,1.0,16.983878794414192,12.660331092405906
0,1,1,1,17.373711716926124,4,4,1,1,0,0,0,8,3.0,2.0,39,12,3.0,14.130207243039564,11.407576060361786
0,0,1,1,16.96824662306297,4,1,0,1,0,0,0,14,3.0,1.0,37,5,3.0,11.502332417406864,11.002116507732016
0,0,1,2,16.96824662306297,4,4,1,1,1,0,0,3,4.0,2.0,36,18,1.0,9.023913370431645,10.714439990727769
1,0,0,0,16.96824662306297,0,2,1,1,0,0,0,18,2.0,2.0,30,6,3.0,13.28511329249391,11.407576060361786
0,0,0,1,16.96824662306297,4,2,1,5,0,0,0,18,3.0,2.0,27,7,3.0,14.312977099236642,11.002116507732016
0,0,0,0,15.98741744127631,0,4,0,1,0,0,0,18,2.0,0.0,25,3,0.0,6.326741025400693,10.426765325491356
0,0,1,0,17.24965907201898,4,1,1,1,1,1,0,14,2.0,2.0,56,8,1.0,10.154121253405997,11.688985794459663
0,0,1,0,18.22100956103331,4,1,2,1,1,1,0,0,1.0,2.0,60,4,3.0,26.762956669498724,13.353476685668044
0,0,1,0,17.77917681553761,0,4,3,1,0,0,0,14,1.0,2.0,36,5,2.0,26.42740619902121,12.91164481522143
1,1,0,2,16.680564564856205,4,1,1,1,0,0,0,3,4.0,0.0,34,4,3.0,9.403733630537754,10.426765325491356
1,1,0,2,16.680564564856205,4,4,1,5,0,0,0,18,4.0,2.0,45,1,1.0,7.855231001978354,10.426765325491356
1,1,1,0,16.992939234611026,2,1,1,1,0,0,0,10,2.0,2.0,38,0,5.0,13.099041533546323,11.43226840195242
1,1,0,1,17.596855262542327,2,1,1,1,0,0,0,18,3.0,1.0,35,9,0.0,20.61950146627566,11.630717389475995
0,0,1,0,16.96824662306297,4,1,1,1,1,0,0,3,2.0,1.0,38,19,0.0,8.517887563884157,11.407576060361786
0,0,1,0,16.49824301945826,4,4,1,1,0,1,0,2,2.0,1.0,61,7,3.0,4.483322042003746,10.937579097686422
1,1,1,0,17.304718847474174,0,1,1,1,0,0,0,4,2.0,2.0,37,7,2.0,15.293118096856414,11.744045122410055
0,0,1,0,16.49824301945826,4,4,4,1,1,0,0,8,1.0,0.0,46,11,0.0,5.357653109819982,11.630717389475995
0,0,0,0,16.49824301945826,0,4,1,1,0,0,0,18,2.0,2.0,49,2,1.0,5.942947702060222,10.937579097686422
1,0,0,3,16.275099485238066,2,4,1,1,0,0,1,18,5.0,2.0,39,1,0.0,5.970149253731344,9.798182590890704
0,0,0,2,16.680564564856205,0,4,1,1,1,1,0,8,4.0,2.0,34,12,1.0,7.899356348741954,10.426765325491356
0,0,0,0,16.834715236543456,2,1,1,1,1,1,0,3,2.0,2.0,31,2,1.0,12.712890467350068,11.274046255019954
0,0,0,0,16.680564564856205,0,4,1,1,0,1,0,18,2.0,0.0,38,5,2.0,8.261933904528764,11.119897691565695
1,1,1,0,17.191390165830175,4,4,1,1,0,0,0,8,2.0,1.0,28,3,1.0,19.59247648902821,11.630717389475995
0,0,0,0,16.680564564856205,2,1,2,5,1,0,0,7,1.0,2.0,53,5,3.0,6.277609858172518,11.81303746480054
0,0,0,0,17.373711716926124,4,4,0,3,1,1,0,14,2.0,2.0,25,2,2.0,26.93535514764565,11.81303746480054
1,1,1,0,17.527862392683378,4,1,1,1,0,0,0,14,2.0,1.0,23,3,0.0,32.65602322206096,11.967187086434018
0,0,1,0,16.680564564856205,0,4,1,1,0,0,1,8,2.0,2.0,32,5,4.0,9.7444781290602,11.119897691565695
1,1,0,2,17.527862392683378,0,4,1,1,0,1,0,8,4.0,2.0,42,7,4.0,17.161536366112777,11.274046255019954
1,0,0,0,16.96824662306297,0,4,1,1,1,1,0,8,2.0,1.0,38,4,1.0,11.512631915574032,11.407576060361786
0,1,1,0,17.322418424038048,0,4,3,1,0,0,0,3,1.0,1.0,50,1,1.0,13.31983174949369,12.45488784222084
1,1,1,0,16.96824662306297,4,4,1,1,0,0,0,6,2.0,2.0,35,2,1.0,12.801365478984424,11.407576060361786
0,0,0,2,17.722018402814918,2,4,1,1,0,0,0,16,4.0,0.0,51,13,2.0,16.08968157153073,11.468200028590497
0,0,1,0,16.49824301945826,4,4,1,2,0,0,0,18,2.0,1.0,56,10,2.0,4.635543285673081,10.937579097686422
1,1,1,2,17.8845373292961,0,1,1,1,1,1,0,10,4.0,2.0,48,11,2.0,20.31969655919805,11.630717389475995
1,1,1,0,16.96824662306297,4,4,1,1,0,0,0,14,2.0,1.0,47,8,0.0,8.933889219773675,11.407576060361786
0,1,1,0,17.527862392683378,0,1,1,1,0,0,0,10,2.0,2.0,35,9,3.0,19.079345850999395,11.967187086434018
1,0,1,0,17.211192792456,4,4,3,1,1,1,0,4,1.0,1.0,45,3,1.0,12.91284532718168,12.34366266577172
0,0,1,0,16.775874739480525,4,1,1,1,0,0,0,3,2.0,2.0,48,2,1.0,8.014031300593633,11.21520652458772
0,0,0,0,16.680564564856205,4,4,1,1,0,1,0,18,2.0,1.0,46,15,0.0,5.960264900662252,11.119897691565695
0,0,0,0,16.890285085058263,4,1,1,1,0,0,0,3,2.0,2.0,58,10,1.0,6.540183832194202,11.32961541978256
0,1,1,0,17.914096131039763,4,1,1,1,1,1,0,10,2.0,0.0,57,11,2.0,18.58609351190953,12.3534187984134
0,0,1,0,16.834715236543456,2,4,4,1,0,1,0,4,1.0,1.0,62,5,0.0,6.315409599422591,11.967187086434018
0,0,0,1,17.191390165830175,0,4,0,1,0,0,0,0,3.0,2.0,34,1,1.0,17.25592453409004,11.225256725762891
0,1,0,2,16.680564564856205,4,1,0,2,1,1,0,14,4.0,1.0,30,3,3.0,10.981859594891402,10.426765325491356
1,0,1,1,17.086029653971018,0,4,1,1,0,0,0,4,3.0,2.0,44,2,1.0,11.782160935590854,11.119897691565695
1,1,1,1,17.77917681553761,0,4,1,1,0,0,0,18,3.0,2.0,45,2,1.0,23.49051679136941,11.81303746480054
